Sample ID,PID,Name,Polymer type,Polymer class,CU formula,Formula weight(FW),Characteristics of material,Material type,Additives,Reference,Trade name/ Grade/ Manufacturer,Remarks,[proc] Compression,[proc] Shape of Test Piece,Molecular weight,[proc] Extrusion,[proc] Stretching,[proc] Remarks,State after processing,Morphology,Melt flow rate,Mixing / Blending method,[proc] Quenching,Stereoregularity,[proc]  Melt casting,[proc] Annealing,[poly] Reactant,[poly] Type,[poly] Polymn. remarks,Degree of polymerization,[proc] Foaming,[proc] Injection,[proc] As received,[proc] Aging,[proc] Aging and thermal shock testing,[proc] batch foaming,[poly] Mechanism,[poly] Style,[poly] Solvent,[poly] Initiator,[poly] Reference,[poly] Polymer reaction condition,[poly] Prepolymer name,Crosslink density,[poly] Additives,[poly] Condition,[proc] as processed,[proc] Extrusion&Compression,[proc] Electrospinning,[proc] Solvent casting,[proc] Electrospinning&Compression,[poly] Catalyst,[poly] Terminator,[poly] Post-treatment,Type of crystal,Other 1st structure info,Crystallinity,log10(thermal_con),thermal_con,[thermal_con] method,[thermal_con] condition,[thermal_con] temp,[thermal_con] remarks,thickness_raw,thickness,log10(thickness)
46118-3-1-1,P050002,poly(vinyl chloride),Homopolymer,"Polyvinyls, Polyhalo-olefins",C2H3Cl,62.5,crosslinked,Composite,mixt. of foliated graphite nanosheet and Ni nanopartilce(90/10 wt%);wt%;10;,"Al-Ghamdi, A. A.; Al-Salamy, Falleh; Al-Hartomy, Omar A.; Al-Ghamdi, Attieh A.; Abdel Daiem, A. M.; El-Tantawy, Farid , Journal of Applied Polymer Science , 124 , 2 , 1144-1153 (2012)",,"500micron, natural flake graphite oxidized to exfoliated graphite, [Ni nanoparticle]Ni powder mixed with 10mm diam. stainless steel balls in planetary miller at 400rpm under Ar for 10h, [Ni powder]obtained from Wako Chemical Company, particle size 10micron",Hot-pressed at 185C and 40 KN/m2 for 10 min,Sheet,,,,"(thermal cond., specific heat)20*20*6mm, (tesnile test)dumbbell-shaped",,,,Mixed by grinding machine for 30min,,,,,,,,,,,,,,,,,,,,,,5.0E(21)&slash;cm3,,,,,,,,,,,,,,-0.0969100130080563,0.8,Laser flash,"30 [C] , Heat pulse 0.05W for 30s",30.0,"Non steady state measurment, taken from the Fig.5 and Fig.6","(thermal cond., specific heat)20*20*6mm, (tesnile test)dumbbell-shaped",0.006,-2.221848749616356
46118-4-1-1,P050002,poly(vinyl chloride),Homopolymer,"Polyvinyls, Polyhalo-olefins",C2H3Cl,62.5,crosslinked,Composite,mixt. of foliated graphite nanosheet and Ni nanopartilce(90/10 wt%);wt%;15;,"Al-Ghamdi, A. A.; Al-Salamy, Falleh; Al-Hartomy, Omar A.; Al-Ghamdi, Attieh A.; Abdel Daiem, A. M.; El-Tantawy, Farid , Journal of Applied Polymer Science , 124 , 2 , 1144-1153 (2012)",,"500micron, natural flake graphite oxidized to exfoliated graphite, [Ni nanoparticle]Ni powder mixed with 10mm diam. stainless steel balls in planetary miller at 400rpm under Ar for 10h, [Ni powder]obtained from Wako Chemical Company, particle size 10micron",Hot-pressed at 185C and 40 KN/m2 for 10 min,Sheet,,,,"(thermal cond., specific heat)20*20*6mm, (tesnile test)dumbbell-shaped",,,,Mixed by grinding machine for 30min,,,,,,,,,,,,,,,,,,,,,,6.4E(21)&slash;cm3,,,,,,,,,,,,,,0.041392685158225,1.1,Laser flash,"30 [C] , Heat pulse 0.05W for 30s",30.0,"Non steady state measurment, taken from the Fig.5 and Fig.6","(thermal cond., specific heat)20*20*6mm, (tesnile test)dumbbell-shaped",0.006,-2.221848749616356
46118-5-1-1,P050002,poly(vinyl chloride),Homopolymer,"Polyvinyls, Polyhalo-olefins",C2H3Cl,62.5,crosslinked,Composite,mixt. of foliated graphite nanosheet and Ni nanopartilce(90/10 wt%);wt%;20;,"Al-Ghamdi, A. A.; Al-Salamy, Falleh; Al-Hartomy, Omar A.; Al-Ghamdi, Attieh A.; Abdel Daiem, A. M.; El-Tantawy, Farid , Journal of Applied Polymer Science , 124 , 2 , 1144-1153 (2012)",,"500micron, natural flake graphite oxidized to exfoliated graphite, [Ni nanoparticle]Ni powder mixed with 10mm diam. stainless steel balls in planetary miller at 400rpm under Ar for 10h, [Ni powder]obtained from Wako Chemical Company, particle size 10micron",Hot-pressed at 185C and 40 KN/m2 for 10 min,Sheet,,,,"(thermal cond., specific heat)20*20*6mm, (tesnile test)dumbbell-shaped",,,,Mixed by grinding machine for 30min,,,,,,,,,,,,,,,,,,,,,,7.9E(21)&slash;cm3,,,,,,,,,,,,,,0.1760912590556812,1.5,Laser flash,"30 [C] , Heat pulse 0.05W for 30s",30.0,"Non steady state measurment, taken from the Fig.5 and Fig.6","(thermal cond., specific heat)20*20*6mm, (tesnile test)dumbbell-shaped",0.006,-2.221848749616356
46273-2-1-2,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Hollow fiber heat exchanger,Crystal",Composite,graphite (G);wt%;5;microparticle,"Qin, Yuchun; Li, Baoan; Wang, Shichang , Industrial & Engineering Chemistry Research , 51 , 2 , 882-890 (2012)",,"[PP] d.=0.91g/cm3, MFI=5.8g/10min, [G] d.=2.1g/cm3, av. particle size=15micron (reported)","185C, 4MPa",Disk,,,,"t=0.4mm, d=2cm",Crystal,PP occupied the space between aggregated sheets of G to some extent (XRD),,PP and G melt mixed using twin-screw extruder,,it (XRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alpha,,,-0.585026652029182,0.26,Thermal conductance tester (Hot wire technique),"40 [C] , Measured by hot wire technique",40.0,Taken from the Fig.6,"t=0.4mm, d=2cm",0.0004,-3.3979400086720375
46273-3-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Hollow fiber heat exchanger",Composite,graphite (G);wt%;10;microparticle,"Qin, Yuchun; Li, Baoan; Wang, Shichang , Industrial & Engineering Chemistry Research , 51 , 2 , 882-890 (2012)",,"[PP] d.=0.91g/cm3, MFI=5.8g/10min, [G] d.=2.1g/cm3, av. particle size=15micron (reported)","185C, 4MPa",Disk,,,,"t=0.4mm, d=2cm",,,,PP and G melt mixed using twin-screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5228787452803376,0.3,Thermal conductance tester (Hot wire technique),"40 [C] , Measured by hot wire technique",40.0,Taken from the Fig.6,"t=0.4mm, d=2cm",0.0004,-3.3979400086720375
46273-4-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Hollow fiber heat exchanger",Composite,graphite (G);wt%;15;microparticle,"Qin, Yuchun; Li, Baoan; Wang, Shichang , Industrial & Engineering Chemistry Research , 51 , 2 , 882-890 (2012)",,"[PP] d.=0.91g/cm3, MFI=5.8g/10min, [G] d.=2.1g/cm3, av. particle size=15micron (reported)","185C, 4MPa",Disk,,,,"t=0.4mm, d=2cm",,,,PP and G melt mixed using twin-screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4584207560534191,0.348,Thermal conductance tester (Hot wire technique),"40 [C] , Measured by hot wire technique",40.0,,"t=0.4mm, d=2cm",0.0004,-3.3979400086720375
46639-2-1-2,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,"linear,Crystal",Composite,low temp. expandable graphite (LTEG);wt%;5;,"Zhou, Shengtai; Lei, Yanzhou; Zou, Huawei; Liang, Mei , Polymer Composites , 34 , 11 , 1816-1823 (2013)",,"[PA6] Ultramide;B3S;BASF, melt volume-flow rate=175cm3/10min (275C, 5kg), density=1.13g/cm3, [LTEG] ADT;KP251; Shijiazhuang ADT Trading Co. Ltd., particle size=ca.300micron., initial expanded temp.=ca.150C, density=2.20g/cm3",Compressed at 240C under 10MPa and cooled to RT,Sheet,,,,"(thermal conductivity) radius=3.189mm, t=4mm, (dinamic rheology) d-25mm, t=1mm",,,,Fabricated in twin-screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0969100130080563,0.8,Thermal constants analyzer (hot disk method),,,Taken from the Fig.1,"(thermal conductivity) radius=3.189mm, t=4mm, (dinamic rheology) d-25mm, t=1mm",0.004,-2.3979400086720375
46639-3-1-2,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,"linear,Crystal",Composite,low temp. expandable graphite (LTEG);wt%;10;,"Zhou, Shengtai; Lei, Yanzhou; Zou, Huawei; Liang, Mei , Polymer Composites , 34 , 11 , 1816-1823 (2013)",,"[PA6] Ultramide;B3S;BASF, melt volume-flow rate=175cm3/10min (275C, 5kg), density=1.13g/cm3, [LTEG] ADT;KP251; Shijiazhuang ADT Trading Co. Ltd., particle size=ca.300micron., initial expanded temp.=ca.150C, density=2.20g/cm3",Compressed at 240C under 10MPa and cooled to RT,Sheet,,,,"(thermal conductivity) radius=3.189mm, t=4mm, (dinamic rheology) d-25mm, t=1mm",,,,Fabricated in twin-screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0457574905606751,0.9,Thermal constants analyzer (hot disk method),,,Taken from the Fig.1,"(thermal conductivity) radius=3.189mm, t=4mm, (dinamic rheology) d-25mm, t=1mm",0.004,-2.3979400086720375
46639-4-1-2,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,"linear,Crystal",Composite,low temp. expandable graphite (LTEG);wt%;15;,"Zhou, Shengtai; Lei, Yanzhou; Zou, Huawei; Liang, Mei , Polymer Composites , 34 , 11 , 1816-1823 (2013)",,"[PA6] Ultramide;B3S;BASF, melt volume-flow rate=175cm3/10min (275C, 5kg), density=1.13g/cm3, [LTEG] ADT;KP251; Shijiazhuang ADT Trading Co. Ltd., particle size=ca.300micron., initial expanded temp.=ca.150C, density=2.20g/cm3",Compressed at 240C under 10MPa and cooled to RT,Sheet,,,,"(thermal conductivity) radius=3.189mm, t=4mm, (dinamic rheology) d-25mm, t=1mm",,,,Fabricated in twin-screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2933625547114455,1.965,Thermal constants analyzer (hot disk method),,,,"(thermal conductivity) radius=3.189mm, t=4mm, (dinamic rheology) d-25mm, t=1mm",0.004,-2.3979400086720375
46639-5-1-2,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,"linear,Crystal",Composite,low temp. expandable graphite (LTEG);wt%;20;,"Zhou, Shengtai; Lei, Yanzhou; Zou, Huawei; Liang, Mei , Polymer Composites , 34 , 11 , 1816-1823 (2013)",,"[PA6] Ultramide;B3S;BASF, melt volume-flow rate=175cm3/10min (275C, 5kg), density=1.13g/cm3, [LTEG] ADT;KP251; Shijiazhuang ADT Trading Co. Ltd., particle size=ca.300micron., initial expanded temp.=ca.150C, density=2.20g/cm3",Compressed at 240C under 10MPa and cooled to RT,Sheet,,,,"(thermal conductivity) radius=3.189mm, t=4mm, (dinamic rheology) d-25mm, t=1mm",,,,Fabricated in twin-screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5314789170422551,3.4,Thermal constants analyzer (hot disk method),,,Taken from the Fig.1,"(thermal conductivity) radius=3.189mm, t=4mm, (dinamic rheology) d-25mm, t=1mm",0.004,-2.3979400086720375
46639-6-1-2,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,"linear,Crystal",Composite,low temp. expandable graphite (LTEG);wt%;35;,"Zhou, Shengtai; Lei, Yanzhou; Zou, Huawei; Liang, Mei , Polymer Composites , 34 , 11 , 1816-1823 (2013)",,"[PA6] Ultramide;B3S;BASF, melt volume-flow rate=175cm3/10min (275C, 5kg), density=1.13g/cm3, [LTEG] ADT;KP251; Shijiazhuang ADT Trading Co. Ltd., particle size=ca.300micron., initial expanded temp.=ca.150C, density=2.20g/cm3",Compressed at 240C under 10MPa and cooled to RT,Sheet,,,,"(thermal conductivity) radius=3.189mm, t=4mm, (dinamic rheology) d-25mm, t=1mm",,,,Fabricated in twin-screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0413926851582251,11.0,Thermal constants analyzer (hot disk method),,,Taken from the Fig.1,"(thermal conductivity) radius=3.189mm, t=4mm, (dinamic rheology) d-25mm, t=1mm",0.004,-2.3979400086720375
46639-7-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,"linear,Crystal",Composite,low temp. expandable graphite (LTEG);wt%;70;,"Zhou, Shengtai; Lei, Yanzhou; Zou, Huawei; Liang, Mei , Polymer Composites , 34 , 11 , 1816-1823 (2013)",,"[PA6] Ultramide;B3S;BASF, melt volume-flow rate=175cm3/10min (275C, 5kg), density=1.13g/cm3, [LTEG] ADT;KP251; Shijiazhuang ADT Trading Co. Ltd., particle size=ca.300micron., initial expanded temp.=ca.150C, density=2.20g/cm3",Compressed at 240C under 10MPa and cooled to RT,Sheet,,,,"radius=3.189mm, t=4mm",,,,Fabricated in twin-screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.509605704611556,32.33,Thermal constants analyzer (hot disk method),,,,"radius=3.189mm, t=4mm",0.004,-2.3979400086720375
46921-2-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Silicon carbide(SiC);vol%;7.6,"Cao, Jian-Ping; Zhao, Jun; Zhao, Xiaodong; Hu, Guo-Hua; Dang, Zhi-Min , Journal of Applied Polymer Science , 130 , 1 , 638-644 (2013)",,"[polystyrene (PS)] PS pellet(PS-666D), MFR = 8g/10min, d. = 1.05 g/cm3, obtained from Sinopec Beijing Yanshan Company, China, [SiC nanoparticles] av. diam. = 40nm, d. = 3.2g/cm3, obtained from Hefei Kaier Nanometer Energy and Technology, China","190C, 15min",Cylinder,,,,"d = 55.0mm, t = 4.0mm",,,,SiC particles directly mixed with PS in Haake mixer at 175C and 100 rpm for 15min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7958800173440752,0.16,HC-074 heat flow meter instrument,,,Taken from the Fig.6,"d = 55.0mm, t = 4.0mm",0.004,-2.3979400086720375
46921-3-1-2,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Silicon carbide(SiC);vol%;12.3,"Cao, Jian-Ping; Zhao, Jun; Zhao, Xiaodong; Hu, Guo-Hua; Dang, Zhi-Min , Journal of Applied Polymer Science , 130 , 1 , 638-644 (2013)",,"[polystyrene (PS)] PS pellet(PS-666D), MFR = 8g/10min, d. = 1.05 g/cm3, obtained from Sinopec Beijing Yanshan Company, China, [SiC nanoparticles] av. diam. = 40nm, d. = 3.2g/cm3, obtained from Hefei Kaier Nanometer Energy and Technology, China","190C, 15min",Cylinder,,,,"d = 55.0mm, t = 4.0mm",,,,SiC particles directly mixed with PS in Haake mixer at 175C and 100 rpm for 15min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.721246399047171,0.19,HC-074 heat flow meter instrument,,,Taken from the Fig.6,"d = 55.0mm, t = 4.0mm",0.004,-2.3979400086720375
46921-4-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Silicon carbide(SiC);vol%;17.9,"Cao, Jian-Ping; Zhao, Jun; Zhao, Xiaodong; Hu, Guo-Hua; Dang, Zhi-Min , Journal of Applied Polymer Science , 130 , 1 , 638-644 (2013)",,"[polystyrene (PS)] PS pellet(PS-666D), MFR = 8g/10min, d. = 1.05 g/cm3, obtained from Sinopec Beijing Yanshan Company, China, [SiC nanoparticles] av. diam. = 40nm, d. = 3.2g/cm3, obtained from Hefei Kaier Nanometer Energy and Technology, China","190C, 15min",Cylinder,,,,"d = 55.0mm, t = 4.0mm",,,,SiC particles directly mixed with PS in Haake mixer at 175C and 100 rpm for 15min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5528419686577808,0.28,HC-074 heat flow meter instrument,,,Taken from the Fig.6,"d = 55.0mm, t = 4.0mm",0.004,-2.3979400086720375
46921-5-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Silicon carbide(SiC);vol%;24.7,"Cao, Jian-Ping; Zhao, Jun; Zhao, Xiaodong; Hu, Guo-Hua; Dang, Zhi-Min , Journal of Applied Polymer Science , 130 , 1 , 638-644 (2013)",,"[polystyrene (PS)] PS pellet(PS-666D), MFR = 8g/10min, d. = 1.05 g/cm3, obtained from Sinopec Beijing Yanshan Company, China, [SiC nanoparticles] av. diam. = 40nm, d. = 3.2g/cm3, obtained from Hefei Kaier Nanometer Energy and Technology, China","190C, 15min",Cylinder,,,,"d = 55.0mm, t = 4.0mm",,,,SiC particles directly mixed with PS in Haake mixer at 175C and 100 rpm for 15min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4559319556497244,0.35,HC-074 heat flow meter instrument,,,Taken from the Fig.6,"d = 55.0mm, t = 4.0mm",0.004,-2.3979400086720375
46921-6-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Modified silicon carbide(p-SiC);vol%;7.6,"Cao, Jian-Ping; Zhao, Jun; Zhao, Xiaodong; Hu, Guo-Hua; Dang, Zhi-Min , Journal of Applied Polymer Science , 130 , 1 , 638-644 (2013)",,"[polystyrene (PS)] PS pellet(PS-666D), MFR = 8g/10min, d. = 1.05 g/cm3, obtained from Sinopec Beijing Yanshan Company, China, [p-SiC] styrene polymd. on SiC, [SiC] av. diam. = 40nm, d. = 3.2g/cm3, obtained from Hefei Kaier Nanometer Energy and Technology, China","190C, 15min",Cylinder,,,,"d = 55.0mm, t = 4.0mm",,,,p-SiC particles directly mixed with PS in Haake mixer at 175C and 100 rpm for 15min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.721246399047171,0.19,HC-074 heat flow meter instrument,,,Taken from the Fig.6,"d = 55.0mm, t = 4.0mm",0.004,-2.3979400086720375
46921-7-1-2,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Modified silicon carbide(p-SiC);vol%;12.3,"Cao, Jian-Ping; Zhao, Jun; Zhao, Xiaodong; Hu, Guo-Hua; Dang, Zhi-Min , Journal of Applied Polymer Science , 130 , 1 , 638-644 (2013)",,"[polystyrene (PS)] PS pellet(PS-666D), MFR = 8g/10min, d. = 1.05 g/cm3, obtained from Sinopec Beijing Yanshan Company, China, [p-SiC] styrene polymd. on SiC, [SiC] av. diam. = 40nm, d. = 3.2g/cm3, obtained from Hefei Kaier Nanometer Energy and Technology, China","190C, 15min",Cylinder,,,,"d = 55.0mm, t = 4.0mm",,,,p-SiC particles directly mixed with PS in Haake mixer at 175C and 100 rpm for 15min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.619788758288394,0.24,HC-074 heat flow meter instrument,,,Taken from the Fig.6,"d = 55.0mm, t = 4.0mm",0.004,-2.3979400086720375
46921-8-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Modified silicon carbide(p-SiC);vol%;17.9,"Cao, Jian-Ping; Zhao, Jun; Zhao, Xiaodong; Hu, Guo-Hua; Dang, Zhi-Min , Journal of Applied Polymer Science , 130 , 1 , 638-644 (2013)",,"[polystyrene (PS)] PS pellet(PS-666D), MFR = 8g/10min, d. = 1.05 g/cm3, obtained from Sinopec Beijing Yanshan Company, China, [p-SiC] styrene polymd. on SiC, [SiC] av. diam. = 40nm, d. = 3.2g/cm3, obtained from Hefei Kaier Nanometer Energy and Technology, China","190C, 15min",Cylinder,,,,"d = 55.0mm, t = 4.0mm",,,,p-SiC particles directly mixed with PS in Haake mixer at 175C and 100 rpm for 15min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4436974992327127,0.36,HC-074 heat flow meter instrument,,,Taken from the Fig.6,"d = 55.0mm, t = 4.0mm",0.004,-2.3979400086720375
46921-9-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Modified silicon carbide(p-SiC);vol%;24.7,"Cao, Jian-Ping; Zhao, Jun; Zhao, Xiaodong; Hu, Guo-Hua; Dang, Zhi-Min , Journal of Applied Polymer Science , 130 , 1 , 638-644 (2013)",,"[polystyrene (PS)] PS pellet(PS-666D), MFR = 8g/10min, d. = 1.05 g/cm3, obtained from Sinopec Beijing Yanshan Company, China, [p-SiC] styrene polymd. on SiC, [SiC] av. diam. = 40nm, d. = 3.2g/cm3, obtained from Hefei Kaier Nanometer Energy and Technology, China","190C, 15min",Cylinder,,,,"d = 55.0mm, t = 4.0mm",,,,p-SiC particles directly mixed with PS in Haake mixer at 175C and 100 rpm for 15min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2676062401770314,0.54,HC-074 heat flow meter instrument,,,Taken from the Fig.6,"d = 55.0mm, t = 4.0mm",0.004,-2.3979400086720375
47223-2-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic",Composite,boron nitride (BN1);vol%;1.2;flake,"Park, Hui Joon; Kim, Tae Ann; Kim, Raehyun; Kim, Junkyung; Park, Min , Journal of Applied Polymer Science , 129 , 3 , 965-972 (2013)",,"[HDPE] obtained from Korea Petrochemical Company, [BN1] PT110;GE Advanced Ceramics, size=45micron, t=1micron (reported)","180C, 400psi, 40min",Sheet,,,,80*40*2mm,,,,"Pre-dried HDPE and BN filler mixed using Henschel-type mixer at 4000rpm for 15min, then further mixed at 200C and 200rpm using twin-screw extruder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2365720064370627,0.58,Modified hot wire method,30 [C],30.0,Taken from the Fig.1(a),80*40*2mm,0.002,-2.6989700043360187
