Sample ID,PID,Name,Polymer type,Polymer class,CU formula,Formula weight(FW),Trade name/ Grade/ Manufacturer,Characteristics of material,Material type,Additives,[proc] Compression,[proc] Shape of Test Piece,[proc] Remarks,Reference,Sequence info,Remarks,Mixing / Blending method,State after processing,Molecular weight,Stereoregularity,[proc] Quenching,Melt flow rate,[proc] Extrusion,[proc] Solvent casting,[poly] Reactant,[poly] Type,[poly] Style,[proc] Aging,[proc] Injection,[poly] Mechanism,[poly] Initiator,[poly] Additives,[poly] Condition,[poly] Post-treatment,[poly] Polymn. remarks,[proc] Heating-cooling cycle,[poly] Solvent,[poly] Reference,[proc] Spinning,[proc] Solvent casting & Compression,[proc] Solvent casting&Reaction molding,Morphology,Type of crystal,[proc] Heat-treatment,[proc] Stretching,[proc] Quenching&Annealing,[proc] Annealing,[proc] Annealing&Cooling,[proc] Electrospinning,[proc] Solvent casting&Compression,[proc] Annealing&single shear deformation,[proc] Annealing&double shear deformation,[proc] Gelation/crystn. from dil. soln.,Crystallinity,[proc] Annealing&Shear deformation,[proc] Dip coating,Other 1st structure info,[poly] Catalyst,[poly] Terminator,[proc] Microinjection-compression,[proc] Microinjection,[proc] as processed,[proc] Spin coating,[proc] Coating,[poly] Prepolymer name,[poly] Polymer reaction condition,[proc] Soln. blow spinning,Doping agent,Branch/crosslink info,[proc] Crystallization,[proc] Bulk foaming,[proc] Sulfonation,[proc] spin coating,[proc] sintering,[proc] Thermal treatment,Method,Condition,Related Info.,elecon,log10(elecon),[elecon] condition,[elecon] remarks,[elecon] method,[elecon] temp,thickness_raw,thickness,log10(thickness)
42969-6-1-1,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,/ / Hyperion Catalysis International,linear,Composite,multiwalled carbon nanotube (MWCNT);wt%;15;,Compressed at 270C and cooled down to RT,Disk,"d=60mm, t=1.5mm","Abbasi, Samaneh; Carreau, Pierre J.; Derdouri, Abdessalem , Polymer , 51 , 4 , 922-935 (2010)",,"[MWCNT] obtained from Hyperion Catalysis International in 15wt% masterbatch in PC, vapor grown and consisted of 8-15 graphite layers wrapped around a hollow core, d=15-50nm, l=1-10micron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-2.0,,Taken from the Fig.12,I-V curve,,"d=60mm, t=1.5mm",0.0015,-2.8239087409443187
42969-6-1-2,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,/ / Hyperion Catalysis International,linear,Composite,multiwalled carbon nanotube (MWCNT);wt%;15;,,Disk,"d=25mm, t=1.2mm","Abbasi, Samaneh; Carreau, Pierre J.; Derdouri, Abdessalem , Polymer , 51 , 4 , 922-935 (2010)",,"[MWCNT] obtained from Hyperion Catalysis International in 15wt% masterbatch in PC, vapor grown and consisted of 8-15 graphite layers wrapped around a hollow core, d=15-50nm, l=1-10micron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Injected to the mold not totally closed at 300C, 100MPa and 400mm&slash;s, then the mold closed and compressed",,,,,,,,,,,,,,,,,,,0.004,-2.397940008672037,,Taken from the Fig.12,I-V curve,,"d=25mm, t=1.2mm",0.0012,-2.9208187539523753
42969-6-1-3,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,/ / Hyperion Catalysis International,linear,Composite,multiwalled carbon nanotube (MWCNT);wt%;15;,,Disk,"d=25mm, t=1mm","Abbasi, Samaneh; Carreau, Pierre J.; Derdouri, Abdessalem , Polymer , 51 , 4 , 922-935 (2010)",,"[MWCNT] obtained from Hyperion Catalysis International in 15wt% masterbatch in PC, vapor grown and consisted of 8-15 graphite layers wrapped around a hollow core, d=15-50nm, l=1-10micron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Molded at 300C, 100MPa and 400mm&slash;s, mold temp. 80C",,,,,,,,,,,,,,,,,,0.001,-3.0,,Taken from the Fig.12,I-V curve,,"d=25mm, t=1mm",0.001,-3.0
42969-6-1-4,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,/ / Hyperion Catalysis International,linear,Composite,multiwalled carbon nanotube (MWCNT);wt%;15;,,Sheet,Dog-bone shaped 80mm*10mm*4mm,"Abbasi, Samaneh; Carreau, Pierre J.; Derdouri, Abdessalem , Polymer , 51 , 4 , 922-935 (2010)",,"[MWCNT] obtained from Hyperion Catalysis International in 15wt% masterbatch in PC, vapor grown and consisted of 8-15 graphite layers wrapped around a hollow core, d=15-50nm, l=1-10micron",,,,,,,,,,,,,"Molded conventionally at 300C, 100MPa and 400mm&slash;s, mold temp. 80C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,-3.397940008672037,,Taken from the Fig.12,I-V curve,,Dog-bone shaped 80mm*10mm*4mm,0.004,-2.3979400086720375
42969-6-1-5,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,/ / Hyperion Catalysis International,linear,Composite,multiwalled carbon nanotube (MWCNT);wt%;15;,,Sheet,Dog-bone shaped 4.3mm*1mm*0.78mm,"Abbasi, Samaneh; Carreau, Pierre J.; Derdouri, Abdessalem , Polymer , 51 , 4 , 922-935 (2010)",,"[MWCNT] obtained from Hyperion Catalysis International in 15wt% masterbatch in PC, vapor grown and consisted of 8-15 graphite layers wrapped around a hollow core, d=15-50nm, l=1-10micron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Molded at 300C, 100MPa and 400mm&slash;s, mold temp. 80C",,,,,,,,,,,,,,,,,,0.0004,-3.397940008672037,,Taken from the Fig.12,I-V curve,,Dog-bone shaped 4.3mm*1mm*0.78mm,0.00078,-3.1079053973095196
43388-5-1-1,P050002,poly(vinyl chloride),Homopolymer,"Polyvinyls, Polyhalo-olefins",C2H3Cl,62.5,,"linear,Thermoplastic",Composite,TiO2;wt%;2,,Film,t=0.10-0.15mm,"Rozik, Nehad N.; Abd-El Messieh, S. L.; Abd-El Nour, K. N. , Journal of Applied Polymer Science , 115 , 3 , 1732-1741 (2010)",,"[PVC] General-purpose PVC resin made by suspension polymn. K value 67, white powder from El-Amerria (Egypt), [TiO2] fine grade with particle size 467nm purchased from HOMBITAN FF. pharma Sachtleben Chemx GMBH",Mixed in THF and sonicated for 5 min,,,,,,,THF dispersion cast on glass plate and dried at RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8e-11,-10.744727494896694,ca 30 [C],Taken from the Fig. 18(a)-left,Bridge,30.0,t=0.10-0.15mm,0.000125,-3.9030899869919438
43388-6-1-1,P050002,poly(vinyl chloride),Homopolymer,"Polyvinyls, Polyhalo-olefins",C2H3Cl,62.5,,"linear,Thermoplastic",Composite,TiO2;wt%;8,,Film,t=0.10-0.15mm,"Rozik, Nehad N.; Abd-El Messieh, S. L.; Abd-El Nour, K. N. , Journal of Applied Polymer Science , 115 , 3 , 1732-1741 (2010)",,"[PVC] General-purpose PVC resin made by suspension polymn. K value 67, white powder from El-Amerria (Egypt), [TiO2] fine grade with particle size 467nm purchased from HOMBITAN FF. pharma Sachtleben Chemx GMBH",Mixed in THF and sonicated for 5 min,,,,,,,THF dispersion cast on glass plate and dried at RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9e-11,-10.4089353929735,ca 30 [C],Taken from the Fig. 18(a)-left,Bridge,30.0,t=0.10-0.15mm,0.000125,-3.9030899869919438
43396-2-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,multiwalled carbon nanotube (MWCNT)wt%;1.5;nanotube,,,,"Kim, Jihun; Hong, Soon Man; Kwak, Soonjong; Seo, Yongsok , Physical Chemistry Chemical Physics , 11 , 46 , 10851-10859 (2009)",,"[MWCNT] supplied by Iljin Nanotech Co. (Korea), prepared by thermal/chemical deposition method, diam.=10-15nm, l=10-20micron",HDPE and MWCNTs mixed in situ polymn.,,"Mw=225968(GPC(SEC),1,2,4-trichlorobenzene, 135C), Mw/Mn=4.35(GPC(SEC),1,2,4-trichlorobenzene, 135C)",,,,,,ethylene,addition,solution polymn.,,,coordination,,MWCNT,"[Catalyst fixation on MWCNT surface] MAO fixed on pre-dried MWCNT surface in toluene at 40C for 1h under Ar, then the MWCNT-MAO activated with rac-Et(Ind)2ZrCl2 at 50C for 1h, [Ethylene polymn.] ethylene polymd. under const. pressure of 4bar of ethylene at 50C for 150min on the surface of MWCNT impregnated by the metallocene catalyst complex , Al/Zr=500, MAO=4.2mmol","Polymn. quenched with diluted HCl/MeOH soln., polymer pptd. in MeOH, filtered, then dried under vacuum",In situ metallocene polymn. (One-pot process),,toluene,,,,,,,,,,,,,,,,,,,,,rac-Et(Ind)2ZrCl2/MAO (metallocene catalyst complex),HCl/MeOH soln.,,,,,,,,,,,,,,,,,,,,3e-13,-12.522878745280336,23 [C],"DC cond., RT, taken from the Fig.7","HIRESTA-UP (MITSUBISHI CHEMICAL CO., UR type probe)",23.0,,,
43396-4-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,multiwalled carbon nanotube (MWCNT)wt%;3.5;nanotube,,,,"Kim, Jihun; Hong, Soon Man; Kwak, Soonjong; Seo, Yongsok , Physical Chemistry Chemical Physics , 11 , 46 , 10851-10859 (2009)",,"[MWCNT] supplied by Iljin Nanotech Co. (Korea), prepared by thermal/chemical deposition method, diam.=10-15nm, l=10-20micron",HDPE and MWCNT mixed in situ polymn.,,"Mw=130426(GPC(SEC),1,2,4-trichlorobenzene, 135C), Mw/Mn=4.25(GPC(SEC),1,2,4-trichlorobenzene, 135C)",,,,,,ethylene,addition,solution polymn.,,,coordination,,MWCNT,"[Catalyst fixation on MWCNT surface] MAO fixed on pre-dried MWCNT surface in toluene at 40C for 1h under Ar, then the MWCNT-MAO activated with rac-Et(Ind)2ZrCl2 at 50C for 1h, [Ethylene polymn.] ethylene polymd. under const. pressure of 4bar of ethylene at 50C for 150min on the surface of MWCNT impregnated by the metallocene catalyst complex , Al/Zr=500, MAO=21mmol","Polymn. quenched with diluted HCl/MeOH soln., polymer pptd. in MeOH, filtered, then dried under vacuum",In situ metallocene polymn. (One-pot process),,toluene,,,,,MWCNT nanotubes uniformly dispersed in HDPE matrix (SEM and TEM),,,,,,,,,,,,,,,,rac-Et(Ind)2ZrCl2/MAO (metallocene catalyst complex),HCl/MeOH soln.,,,,,,,,,,,,,,,,,,,,2e-12,-11.69897000433602,23 [C],"DC cond., RT, taken from the Fig.7","HIRESTA-UP (MITSUBISHI CHEMICAL CO., UR type probe)",23.0,,,
43396-5-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive,Crystal",Composite,multiwalled carbon nanotube (MWCNT)wt%;7.3;nanotube,,,,"Kim, Jihun; Hong, Soon Man; Kwak, Soonjong; Seo, Yongsok , Physical Chemistry Chemical Physics , 11 , 46 , 10851-10859 (2009)",,"[MWCNT] supplied by Iljin Nanotech Co. (Korea), prepared by thermal/chemical deposition method, diam.=10-15nm, l=10-20micron",HDPE and MWCNT mixed in situ polymn.,Crystal,"Mw=93350(GPC(SEC),1,2,4-trichlorobenzene, 135C), Mw/Mn=5.95(GPC(SEC),1,2,4-trichlorobenzene, 135C)",,,,,,ethylene,addition,solution polymn.,,,coordination,,MWCNT,"[Catalyst fixation on MWCNT surface] MAO fixed on pre-dried MWCNT surface in toluene at 40C for 1h under Ar, then the MWCNT-MAO activated with rac-Et(Ind)2ZrCl2 at 50C for 1h, [Ethylene polymn.] ethylene polymd. under const. pressure of 4bar of ethylene at 50C for 150min on the surface of MWCNT impregnated by the metallocene catalyst complex , Al/Zr=500, MAO=30mmol","Polymn. quenched with diluted HCl/MeOH soln., polymer pptd. in MeOH, filtered, then dried under vacuum",In situ metallocene polymn. (One-pot process),,toluene,,,,,MWCNT nanotubes uniformly dispersed in HDPE matrix (TEM),,,,,,,,,,,,,,,,rac-Et(Ind)2ZrCl2/MAO (metallocene catalyst complex),HCl/MeOH soln.,,,,,,,,,,,,,,,,,,,,1.2e-07,-6.920818753952375,23 [C],"DC cond., RT, taken from the Fig.7","LORESTA-GP (MITSUBISHI CHEMICAL CO., 4-pin probe of ESR type)",23.0,,,
43396-6-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,multiwalled carbon nanotube (MWCNT)wt%;8.8;nanotube,,,,"Kim, Jihun; Hong, Soon Man; Kwak, Soonjong; Seo, Yongsok , Physical Chemistry Chemical Physics , 11 , 46 , 10851-10859 (2009)",,"[MWCNT] supplied by Iljin Nanotech Co. (Korea), prepared by thermal/chemical deposition method, diam.=10-15nm, l=10-20micron",HDPE and MWCNT mixed in situ polymn.,,"Mw=93305(GPC(SEC),1,2,4-trichlorobenzene, 135C), Mw/Mn=4.1(GPC(SEC),1,2,4-trichlorobenzene, 135C)",,,,,,ethylene,addition,solution polymn.,,,coordination,,MWCNT,"[Catalyst fixation on MWCNT surface] MAO fixed on pre-dried MWCNT surface in toluene at 40C for 1h under Ar, then the MWCNT-MAO activated with rac-Et(Ind)2ZrCl2 at 50C for 1h, [Ethylene polymn.] ethylene polymd. under const. pressure of 4bar of ethylene at 50C for 150min on the surface of MWCNT impregnated by the metallocene catalyst complex , Al/Zr=500, MAO=30mmol","Polymn. quenched with diluted HCl/MeOH soln., polymer pptd. in MeOH, filtered, then dried under vacuum",In situ metallocene polymn. (One-pot process),,toluene,,,,,MWCNT nanotubes uniformly dispersed in HDPE matrix (TEM),,,,,,,,,,,,,,,,rac-Et(Ind)2ZrCl2/MAO (metallocene catalyst complex),HCl/MeOH soln.,,,,,,,,,,,,,,,,,,,,0.0007,-3.154901959985743,23 [C],"DC cond., RT, taken from the Fig.7","LORESTA-GP (MITSUBISHI CHEMICAL CO., 4-pin probe of ESR type)",23.0,,,
43396-7-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,multiwalled carbon nanotube (MWCNT)wt%;10.9;nanotube,,,,"Kim, Jihun; Hong, Soon Man; Kwak, Soonjong; Seo, Yongsok , Physical Chemistry Chemical Physics , 11 , 46 , 10851-10859 (2009)",,"[MWCNT] supplied by Iljin Nanotech Co. (Korea), prepared by thermal/chemical deposition method, diam.=10-15nm, l=10-20micron",HDPE and MWCNT mixed in situ polymn.,,"Mw=129151(GPC(SEC),1,2,4-trichlorobenzene, 135C), Mw/Mn=4.9(GPC(SEC),1,2,4-trichlorobenzene, 135C)",,,,,,ethylene,addition,solution polymn.,,,coordination,,MWCNT,"[Catalyst fixation on MWCNT surface] MAO fixed on pre-dried MWCNT surface in toluene at 40C for 1h under Ar, then the MWCNT-MAO activated with rac-Et(Ind)2ZrCl2 at 50C for 1h, [Ethylene polymn.] ethylene polymd. under const. pressure of 4bar of ethylene at 50C for 150min on the surface of MWCNT impregnated by the metallocene catalyst complex , Al/Zr=500, MAO=30mmol","Polymn. quenched with diluted HCl/MeOH soln., polymer pptd. in MeOH, filtered, then dried under vacuum",In situ metallocene polymn. (One-pot process),,toluene,,,,,MWCNT nanotubes uniformly dispersed in HDPE matrix (SEM),,,,,,,,,,,,,,,,rac-Et(Ind)2ZrCl2/MAO (metallocene catalyst complex),HCl/MeOH soln.,,,,,,,,,,,,,,,,,,,,0.002,-2.6989700043360187,23 [C],"DC cond., RT, taken from the Fig.7","LORESTA-GP (MITSUBISHI CHEMICAL CO., 4-pin probe of ESR type)",23.0,,,
43396-8-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,multiwalled carbon nanotube (MWCNT)wt%;12.4;nanotube,,,,"Kim, Jihun; Hong, Soon Man; Kwak, Soonjong; Seo, Yongsok , Physical Chemistry Chemical Physics , 11 , 46 , 10851-10859 (2009)",,"[MWCNT] supplied by Iljin Nanotech Co. (Korea), prepared by thermal/chemical deposition method, diam.=10-15nm, l=10-20micron",HDPE and MWCNT mixed in situ polymn.,Crystal,"Mw=128195(GPC(SEC),1,2,4-trichlorobenzene, 135C), Mw/Mn=5.38(GPC(SEC),1,2,4-trichlorobenzene, 135C)",,,,,,ethylene,addition,solution polymn.,,,coordination,,MWCNT,"[Catalyst fixation on MWCNT surface] MAO fixed on pre-dried MWCNT surface in toluene at 40C for 1h under Ar, then the MWCNT-MAO activated with rac-Et(Ind)2ZrCl2 at 50C for 1h, [Ethylene polymn.] ethylene polymd. under const. pressure of 4bar of ethylene at 50C for 150min on the surface of MWCNT impregnated by the metallocene catalyst complex , Al/Zr=500, MAO=30mmol","Polymn. quenched with diluted HCl/MeOH soln., polymer pptd. in MeOH, filtered, then dried under vacuum",In situ metallocene polymn. (One-pot process),,toluene,,,,,,,,,,,,,,,,,,,,,rac-Et(Ind)2ZrCl2/MAO (metallocene catalyst complex),HCl/MeOH soln.,,,,,,,,,,,,,,,,,,,,0.007,-2.154901959985743,23 [C],"DC cond., RT, taken from the Fig.7","LORESTA-GP (MITSUBISHI CHEMICAL CO., 4-pin probe of ESR type)",23.0,,,
43396-9-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,,"linear,Thermoplastic,Semiconductive",Composite,multiwalled carbon nanotube (MWCNT)wt%;13;nanotube,,,,"Kim, Jihun; Hong, Soon Man; Kwak, Soonjong; Seo, Yongsok , Physical Chemistry Chemical Physics , 11 , 46 , 10851-10859 (2009)",,"[MWCNT] supplied by Iljin Nanotech Co. (Korea), prepared by thermal/chemical deposition method, diam.=10-15nm, l=10-20micron",HDPE and MWCNT mixed in situ polymn.,,,,,,,,ethylene,addition,solution polymn.,,,coordination,,MWCNT,"[Catalyst fixation on MWCNT surface] MAO fixed on pre-dried MWCNT surface in toluene at 40C for 1h under Ar, then the MWCNT-MAO activated with rac-Et(Ind)2ZrCl2 at 50C for 1h, [Ethylene polymn.] ethylene polymd. under const. pressure of 4bar of ethylene at 50C on the surface of MWCNT impregnated by the metallocene catalyst complex","Polymn. quenched with diluted HCl/MeOH soln., polymer pptd. in MeOH, filtered, then dried under vacuum",In situ metallocene polymn. (One-pot process),,toluene,,,,,,,,,,,,,,,,,,,,,rac-Et(Ind)2ZrCl2/MAO (metallocene catalyst complex),HCl/MeOH soln.,,,,,,,,,,,,,,,,,,,,0.013,-1.8860566476931635,23 [C],"DC cond., RT","LORESTA-GP (MITSUBISHI CHEMICAL CO., 4-pin probe of ESR type)",23.0,,,
43613-2-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,multiwall carbon nanotube(MWCNT);wt%;2,compression molded at ca.200C under 30MPa,Disk,"d=20mm, t=1mm","Shi, Sui-Lin; Zhang, Ling-Zhen; Li, Jun-Shou , Journal of Polymer Research , 16 , 4 , 395-399 (2009)",,"[polyaniline(PANI)]obtained from the Zheng Ji Company(China), [multiwall carbon nanotube(MWCNT)]prepared from chemical vapor deposition(CVD) grown and treated with dilute nitric acid and fluorhydric acid, average diameter 30nm, length 0.05-1.0micron, 8-15 graphite layers wrapped around hollow 20nm core","MWCNT and PANI mixed by ball milling, then ultrasonic dispersing and drying simultaneously in EtOH solution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e-14,-13.397940008672036,23 [C],"RT, dc conductivity, taken from the Fig.2(a)",four-probe method,23.0,"d=20mm, t=1mm",0.001,-3.0
43613-3-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,multiwall carbon nanotube(MWCNT);wt%;3,compression molded at ca.200C under 30MPa,Disk,"d=20mm, t=1mm","Shi, Sui-Lin; Zhang, Ling-Zhen; Li, Jun-Shou , Journal of Polymer Research , 16 , 4 , 395-399 (2009)",,"[polyaniline(PANI)]obtained from the Zheng Ji Company(China), [multiwall carbon nanotube(MWCNT)]prepared from chemical vapor deposition(CVD) grown and treated with dilute nitric acid and fluorhydric acid, average diameter 30nm, length 0.05-1.0micron, 8-15 graphite layers wrapped around hollow 20nm core","MWCNT and PANI mixed by ball milling, then ultrasonic dispersing and drying simultaneously in EtOH solution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2e-13,-12.920818753952377,23 [C],"RT, dc conductivity, taken from the Fig.2(a)",four-probe method,23.0,"d=20mm, t=1mm",0.001,-3.0
43613-4-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,multiwall carbon nanotube(MWCNT);wt%;4,compression molded at ca.200C under 30MPa,Disk,"d=20mm, t=1mm","Shi, Sui-Lin; Zhang, Ling-Zhen; Li, Jun-Shou , Journal of Polymer Research , 16 , 4 , 395-399 (2009)",,"[polyaniline(PANI)]obtained from the Zheng Ji Company(China), [multiwall carbon nanotube(MWCNT)]prepared from chemical vapor deposition(CVD) grown and treated with dilute nitric acid and fluorhydric acid, average diameter 30nm, length 0.05-1.0micron, 8-15 graphite layers wrapped around hollow 20nm core","MWCNT and PANI mixed by ball milling, then ultrasonic dispersing and drying simultaneously in EtOH solution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2e-13,-12.920818753952377,23 [C],"RT, dc conductivity, taken from the Fig.2(a)",four-probe method,23.0,"d=20mm, t=1mm",0.001,-3.0
43613-5-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,multiwall carbon nanotube(MWCNT);wt%;6,compression molded at ca.200C under 30MPa,Disk,"d=20mm, t=1mm","Shi, Sui-Lin; Zhang, Ling-Zhen; Li, Jun-Shou , Journal of Polymer Research , 16 , 4 , 395-399 (2009)",,"[polyaniline(PANI)]obtained from the Zheng Ji Company(China), [multiwall carbon nanotube(MWCNT)]prepared from chemical vapor deposition(CVD) grown and treated with dilute nitric acid and fluorhydric acid, average diameter 30nm, length 0.05-1.0micron, 8-15 graphite layers wrapped around hollow 20nm core","MWCNT and PANI mixed by ball milling, then ultrasonic dispersing and drying simultaneously in EtOH solution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5e-08,-7.823908740944319,23 [C],"RT, dc conductivity, taken from the Fig.2(a)",four-probe method,23.0,"d=20mm, t=1mm",0.001,-3.0
43613-6-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,multiwall carbon nanotube(MWCNT);wt%;8,compression molded at ca.200C under 30MPa,Disk,"d=20mm, t=1mm","Shi, Sui-Lin; Zhang, Ling-Zhen; Li, Jun-Shou , Journal of Polymer Research , 16 , 4 , 395-399 (2009)",,"[polyaniline(PANI)]obtained from the Zheng Ji Company(China), [multiwall carbon nanotube(MWCNT)]prepared from chemical vapor deposition(CVD) grown and treated with dilute nitric acid and fluorhydric acid, average diameter 30nm, length 0.05-1.0micron, 8-15 graphite layers wrapped around hollow 20nm core","MWCNT and PANI mixed by ball milling, then ultrasonic dispersing and drying simultaneously in EtOH solution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1e-05,-4.958607314841775,23 [C],"RT, dc conductivity, taken from the Fig.2(a)",four-probe method,23.0,"d=20mm, t=1mm",0.001,-3.0
43613-7-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,multiwall carbon nanotube(MWCNT);wt%;10,compression molded at ca.200C under 30MPa,Disk,"d=20mm, t=1mm","Shi, Sui-Lin; Zhang, Ling-Zhen; Li, Jun-Shou , Journal of Polymer Research , 16 , 4 , 395-399 (2009)",,"[polyaniline(PANI)]obtained from the Zheng Ji Company(China), [multiwall carbon nanotube(MWCNT)]prepared from chemical vapor deposition(CVD) grown and treated with dilute nitric acid and fluorhydric acid, average diameter 30nm, length 0.05-1.0micron, 8-15 graphite layers wrapped around hollow 20nm core","MWCNT and PANI mixed by ball milling, then ultrasonic dispersing and drying simultaneously in EtOH solution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,-3.397940008672037,23 [C],"RT, dc conductivity, taken from the Fig.2(a)",four-probe method,23.0,"d=20mm, t=1mm",0.001,-3.0
43613-8-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,multiwall carbon nanotube(MWCNT);wt%;15,compression molded at ca.200C under 30MPa,Disk,"d=20mm, t=1mm","Shi, Sui-Lin; Zhang, Ling-Zhen; Li, Jun-Shou , Journal of Polymer Research , 16 , 4 , 395-399 (2009)",,"[polyaniline(PANI)]obtained from the Zheng Ji Company(China), [multiwall carbon nanotube(MWCNT)]prepared from chemical vapor deposition(CVD) grown and treated with dilute nitric acid and fluorhydric acid, average diameter 30nm, length 0.05-1.0micron, 8-15 graphite layers wrapped around hollow 20nm core","MWCNT and PANI mixed by ball milling, then ultrasonic dispersing and drying simultaneously in EtOH solution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,-2.5228787452803374,23 [C],"RT, dc conductivity, taken from the Fig.2(a)",four-probe method,23.0,"d=20mm, t=1mm",0.001,-3.0
43613-9-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,multiwall carbon nanotube(MWCNT);wt%;20,compression molded at ca.200C under 30MPa,Disk,"d=20mm, t=1mm","Shi, Sui-Lin; Zhang, Ling-Zhen; Li, Jun-Shou , Journal of Polymer Research , 16 , 4 , 395-399 (2009)",,"[polyaniline(PANI)]obtained from the Zheng Ji Company(China), [multiwall carbon nanotube(MWCNT)]prepared from chemical vapor deposition(CVD) grown and treated with dilute nitric acid and fluorhydric acid, average diameter 30nm, length 0.05-1.0micron, 8-15 graphite layers wrapped around hollow 20nm core","MWCNT and PANI mixed by ball milling, then ultrasonic dispersing and drying simultaneously in EtOH solution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-2.0,23 [C],"RT, dc conductivity, taken from the Fig.2(a)",four-probe method,23.0,"d=20mm, t=1mm",0.001,-3.0
